#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Neonatal meningitis	Office of Rare Diseases		10440		16 Feb 2016	Disease
Neonatal onset	NCBI curation	C1855106			27 Feb 2018	Finding
Neonatal ovarian cyst	Office of Rare Diseases		3934		16 Feb 2016	Disease
Neonatal pseudo-hydrocephalic progeroid syndrome	SNOMED CT	C0406586	238874008	264090	16 Feb 2016	Disease
Neonatal respiratory distress	Human Phenotype Ontology	C4281993	HP:0002643		16 Feb 2016	Finding
neonatal seizures	Clinical Molecular Genetics Laboratory,Johns Hopkins All Children's Hospital				12 Sep 2018	Disease
Neonatal sepsis	Human Phenotype Ontology	C0456103	HP:0040187		16 Feb 2016	Finding
Neonatal severe hyperparathyroidism	Office of Rare Diseases	C1832615	2838	239200	24 Mar 2016	Disease
Neonatal short-limb short stature	Human Phenotype Ontology	C1850171	HP:0008921		16 Feb 2016	Finding
Neonatal short-trunk short stature	Human Phenotype Ontology	C3149908	HP:0008857		16 Feb 2016	Finding
Neonatal stroke	Office of Rare Diseases		10444		16 Feb 2016	Disease
Neonatal systemic lupus erythematosus	Office of Rare Diseases		9563		16 Feb 2016	Disease
Neonatal unconjugated hyperbilirubinemia	Human Phenotype Ontology	C0559506	HP:0008176		16 Feb 2016	Finding
Neonatal wrinkled skin of hands and feet	Human Phenotype Ontology	C4024884	HP:0007414		16 Feb 2016	Finding
Neonate with signs and symptoms of Cotello Syndrome	Molecular Diagnostics Lab,Nemours Alfred I. duPont Hospital for Children	CN235271			19 Feb 2016	Finding
Neoplasia of the nasopharynx	Human Phenotype Ontology	C4022006	HP:0100630		16 Feb 2016	Finding
Neoplasia of the pleura	Human Phenotype Ontology	C4022033	HP:0100527		16 Feb 2016	Finding
Neoplasm	SNOMED CT	C0027651	108369006		16 Feb 2016	Disease
Neoplasm	MedGen	C0027651			16 Feb 2016	Disease
Neoplasm	Human Phenotype Ontology	C0027651	HP:0002664		16 Feb 2016	Disease
Neoplasm by anatomical site	Human Phenotype Ontology	C4023185	HP:0011793		16 Feb 2016	Finding
Neoplasm by histology	Human Phenotype Ontology	C4023186	HP:0011792		16 Feb 2016	Finding
Neoplasm of brain	SNOMED CT	C0006118	126952004		16 Feb 2016	Disease
Neoplasm of fallopian tube	SNOMED CT	C0015558	126916003		16 Feb 2016	Disease
Neoplasm of fatty tissue	Human Phenotype Ontology	C4021901	HP:0200013		16 Feb 2016	Finding
Neoplasm of head and neck	Human Phenotype Ontology	C0278996	HP:0012288		16 Feb 2016	Disease
Neoplasm of lung	SNOMED CT	C0024121	126713003		16 Feb 2016	Disease
Neoplasm of ovary	SNOMED CT	C0919267	123843001	167000	16 Feb 2016	Disease
Neoplasm of ovary	GenomeConnect, ClinGen	C0919267		167000	16 Feb 2016	Disease
Neoplasm of stomach	SNOMED CT	C0038356	126824007	613659	16 Feb 2016	Disease
Neoplasm of striated muscle	Human Phenotype Ontology	C4021396	HP:0009728		16 Feb 2016	Finding
Neoplasm of the adrenal cortex	Human Phenotype Ontology	C0001618	HP:0100641		16 Feb 2016	Finding
Neoplasm of the adrenal gland	Human Phenotype Ontology	C0001624	HP:0100631		16 Feb 2016	Finding
Neoplasm of the adrenal medulla	Human Phenotype Ontology	C0596046	HP:0100642		16 Feb 2016	Finding
Neoplasm of the anterior pituitary	Human Phenotype Ontology	C4023205	HP:0011750		16 Feb 2016	Finding
Neoplasm of the breast	Human Phenotype Ontology	C1458155	HP:0100013		18 Jul 2017	Disease
Neoplasm of the central nervous system	Human Phenotype Ontology	C0085136	HP:0100006		16 Feb 2016	Finding
Neoplasm of the ceruminal gland	Human Phenotype Ontology	C0334352	HP:0040097		16 Feb 2016	Finding
Neoplasm of the colon	Human Phenotype Ontology	C0009375	HP:0100273		04 Apr 2018	Disease
Neoplasm of the ear	Human Phenotype Ontology	C0013449	HP:0012780		16 Feb 2016	Finding
Neoplasm of the endocrine system	Human Phenotype Ontology	C0014132	HP:0100568		16 Feb 2016	Finding
Neoplasm of the eye	Human Phenotype Ontology	C0015414	HP:0100012		16 Feb 2016	Finding
Neoplasm of the gallbladder	Human Phenotype Ontology	C0016978	HP:0100575		16 Feb 2016	Finding
Neoplasm of the gastrointestinal tract	Human Phenotype Ontology	C0017185	HP:0007378		16 Feb 2016	Finding
Neoplasm of the genitourinary tract	Human Phenotype Ontology	C0042065	HP:0007379		04 Apr 2018	Disease
Neoplasm of the heart	Human Phenotype Ontology	C0018809	HP:0100544		16 Feb 2016	Finding
Neoplasm of the inner ear	Human Phenotype Ontology	C1512779	HP:0040096		16 Feb 2016	Finding
Neoplasm of the large intestine	Human Phenotype Ontology	C0009404	HP:0100834		16 Feb 2016	Disease
Neoplasm of the large intestine	SNOMED CT	C0009404	126837005		16 Feb 2016	Disease
Neoplasm of the larynx	Human Phenotype Ontology	C0023055	HP:0100605		16 Feb 2016	Finding
Neoplasm of the lip	Human Phenotype Ontology	C0023761	HP:0100604		16 Feb 2016	Finding
Neoplasm of the liver	Human Phenotype Ontology	C0023903	HP:0002896		16 Feb 2016	Finding
Neoplasm of the male external genitalia	Human Phenotype Ontology	C4020950	HP:0100848		16 Feb 2016	Finding
Neoplasm of the middle ear	Human Phenotype Ontology	C0345617	HP:0100799		16 Feb 2016	Finding
Neoplasm of the nail	Human Phenotype Ontology	C4021961	HP:0100826		16 Feb 2016	Finding
Neoplasm of the nervous system	Human Phenotype Ontology	C0027766	HP:0004375		16 Feb 2016	Finding
Neoplasm of the nose	Human Phenotype Ontology	C0028433	HP:0012720		16 Feb 2016	Finding
Neoplasm of the oral cavity	Human Phenotype Ontology	C0149744	HP:0100649		16 Feb 2016	Finding
Neoplasm of the outer ear	Human Phenotype Ontology	C4022443	HP:0040095		16 Feb 2016	Finding
Neoplasm of the pancreas	Human Phenotype Ontology	C1842408	HP:0002894		16 Feb 2016	Finding
Neoplasm of the parathyroid gland	Human Phenotype Ontology	C0030521	HP:0100733		04 Apr 2018	Disease
Neoplasm of the penis	Human Phenotype Ontology	C0030849	HP:0100850		16 Feb 2016	Finding
Neoplasm of the peripheral nervous system	Human Phenotype Ontology	C0031118	HP:0100007		16 Feb 2016	Finding
Neoplasm of the pharynx	Human Phenotype Ontology	C0031347	HP:0100638		16 Feb 2016	Finding
Neoplasm of the pituitary gland	Human Phenotype Ontology	C0032019	HP:0040277		02 Apr 2017	Finding
Neoplasm of the posterior pituitary	Human Phenotype Ontology	C1334957	HP:0011752		16 Feb 2016	Finding
Neoplasm of the rectum	Human Phenotype Ontology	C0034885	HP:0100743		04 Jan 2019	Disease
Neoplasm of the respiratory system	Human Phenotype Ontology	C0035244	HP:0100606		16 Feb 2016	Finding
Neoplasm of the scrotum	Human Phenotype Ontology	C0341790	HP:0100849		16 Feb 2016	Finding
Neoplasm of the skeletal system	Human Phenotype Ontology	C2732838	HP:0010622		16 Feb 2016	Finding
Neoplasm of the skin	Human Phenotype Ontology	C0037286	HP:0008069		16 Feb 2016	Finding
Neoplasm of the small intestine	Human Phenotype Ontology	C0345832	HP:0100833		16 Feb 2016	Finding
Neoplasm of the thymus	Human Phenotype Ontology	C3714644	HP:0100521		16 Feb 2016	Finding
Neoplasm of the thyroid gland	Human Phenotype Ontology	C0040136	HP:0100031		05 Aug 2016	Disease
Neoplasm of the tongue	Human Phenotype Ontology	C0040411	HP:0100648		16 Feb 2016	Finding
Neoplasm of the trachea	Human Phenotype Ontology	C0040582	HP:0100551		16 Feb 2016	Finding
Neoplasm of the tracheobronchial system	Human Phenotype Ontology	C4022026	HP:0100552		16 Feb 2016	Finding
Neoplasm of the ureter	Human Phenotype Ontology	C0041955	HP:0100516		16 Feb 2016	Finding
Neoplasm of the urethra	Human Phenotype Ontology	C0041971	HP:0100517		16 Feb 2016	Finding
Neoplasm of uterine cervix	SNOMED CT	C0007873	123841004		16 Feb 2016	Disease
Neoplasm of uterus	SNOMED CT	C0042138	126908007		16 Feb 2016	Disease
Neoplasms	PharmGKB	CN236628			18 May 2016	Disease
Neoplasms;Osteosarcoma;Urinary Bladder Neoplasms	PharmGKB				17 Feb 2017	Disease
Neoplasms;Ovarian Neoplasms	PharmGKB				17 Feb 2017	Disease
Neovascularization	L V Prasad Eye Institute, Hyderabad Eye Research Foundation	C0027686			16 Feb 2016	Finding
Nephritis	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0027697			16 Feb 2016	Finding
Nephritis	Human Phenotype Ontology	C0027697	HP:0000123		16 Feb 2016	Finding
Nephroblastoma	SNOMED CT	C0027708	25081006		16 Feb 2016	Disease
Nephroblastoma	Human Phenotype Ontology	C0027708	HP:0002667		16 Feb 2016	Disease
Nephroblastomatosis	Human Phenotype Ontology	C2675558	HP:0008643		16 Feb 2016	Finding
Nephrocalcinosis	Human Phenotype Ontology	C0027709	HP:0000121		16 Feb 2016	Disease
Nephrocalcinosis	Office of Rare Diseases	C0027709	7177		16 Feb 2016	Disease
Nephrocalcinosis	SNOMED CT	C0027709	48638002		16 Feb 2016	Disease
Nephrogenic diabetes insipidus	Office of Rare Diseases	C0162283	7178		16 Feb 2016	Disease
Nephrogenic diabetes insipidus	SNOMED CT	C0162283	111395007		16 Feb 2016	Disease
Nephrogenic diabetes insipidus	Human Phenotype Ontology	C0162283	HP:0009806		16 Feb 2016	Disease
Nephrogenic diabetes insipidus, autosomal	NCBI curation	C1563706		125800	16 Feb 2016	Disease
Nephrogenic diabetes insipidus, X-linked	NCBI curation	C1563705		304800	16 Feb 2016	Disease
Nephrogenic rest	Human Phenotype Ontology	C1320468	HP:0100880		16 Feb 2016	Finding
Nephrogenic syndrome of inappropriate antidiuresis	NCBI curation	C1845202		300539	16 Feb 2016	Disease
Nephrogenic Systemic Fibrosis	Office of Rare Diseases		9725		16 Feb 2016	Disease
Nephrolithiasis	Human Phenotype Ontology	C0392525	HP:0000787		16 Feb 2016	Finding
Nephrolithiasis diarrhea syndrome	Genetic Testing Registry (GTR)	CN178068	GTR000505611		16 Feb 2016	Disease
Nephrolithiasis diarrhea syndrome	Laboratory for Molecular Diagnostics,Center for Nephrology and Metabolic Disorders	CN178068			16 Feb 2016	Disease
Nephrolithiasis, X-linked recessive	NCBI curation	C4016445			26 May 2016	Disease
Nephrolithiasis/nephrocalcinosis	Genetic Testing Registry (GTR)	CN580796	GTR000528276		03 Nov 2017	Disease
Nephrolithiasis/nephrocalcinosis	Iowa Institute of Human Genetics,University of Iowa	CN580796			03 Nov 2017	Disease
Nephrolithiasis/osteoporosis, hypophosphatemic, 1	NCBI curation	C2676786		612286	16 Feb 2016	Disease
Nephrolithiasis/osteoporosis, hypophosphatemic, 2	NCBI curation	C2676782		612287	16 Feb 2016	Disease
Nephronophthisis	SNOMED CT	C0687120	204958008		16 Feb 2016	Disease
Nephronophthisis	GeneTests	C0687120	72016		16 Feb 2016	Disease
Nephronophthisis	Human Phenotype Ontology	C0687120	HP:0000090		16 Feb 2016	Disease
Nephronophthisis	Broad Institute Rare Disease Group,Broad Institute	C0687120			16 Feb 2016	Disease
Nephronophthisis 1	Office of Rare Diseases	C4551979	206	256100	16 Feb 2016	Disease
Nephronophthisis 1	GeneTests	C4551979	21201	256100	16 Feb 2016	Disease
Nephronophthisis 11	NCBI curation	C3150796		613550	16 Feb 2016	Disease
Nephronophthisis 12	NCBI curation	C3151186		613820	16 Feb 2016	Disease
Nephronophthisis 13	NCBI curation	C3280612		614377	16 Feb 2016	Disease
Nephronophthisis 14	NCBI curation	C3539071		614844	16 Feb 2016	Disease
Nephronophthisis 15	NCBI curation	C3541853		614845	16 Feb 2016	Disease
Nephronophthisis 16	NCBI curation	C3809320		615382	16 Feb 2016	Disease
Nephronophthisis 17	Genetic Testing Registry (GTR)	CN230110	GTR000522453		16 Feb 2016	Disease
Nephronophthisis 17	CeGaT GmbH	CN230110			16 Feb 2016	Disease
Nephronophthisis 18	NCBI curation	C3890591		615862	16 Feb 2016	Disease
Nephronophthisis 19	NCBI curation	C4015542		616217	16 Feb 2016	Disease
Nephronophthisis 20	Genetic Testing Registry (GTR)	C4310640	GTR000522453	617271	02 Feb 2018	Disease
Nephronophthisis 20	CeGaT GmbH	C4310640		617271	02 Feb 2018	Disease
Nephronophthisis 21	Genetic Testing Registry (GTR)	CN230116	GTR000522453		16 Feb 2016	Disease
Nephronophthisis 21	CeGaT GmbH	CN230116			16 Feb 2016	Disease
Nephronophthisis 22	Genetic Testing Registry (GTR)	CN230117	GTR000522453		16 Feb 2016	Disease
Nephronophthisis 22	CeGaT GmbH	CN230117			16 Feb 2016	Disease
Nephronophthisis 23	Genetic Testing Registry (GTR)	CN230118	GTR000522453		16 Feb 2016	Disease
Nephronophthisis 23	CeGaT GmbH	CN230118			16 Feb 2016	Disease
Nephronophthisis 24	Genetic Testing Registry (GTR)	CN230113	GTR000522453		16 Feb 2016	Disease
Nephronophthisis 24	CeGaT GmbH	CN230113			16 Feb 2016	Disease
Nephronophthisis 25	Genetic Testing Registry (GTR)	CN230114	GTR000522453		16 Feb 2016	Disease
Nephronophthisis 25	CeGaT GmbH	CN230114			16 Feb 2016	Disease
Nephronophthisis 26	Genetic Testing Registry (GTR)	CN230111	GTR000522453		16 Feb 2016	Disease
Nephronophthisis 26	CeGaT GmbH	CN230111			16 Feb 2016	Disease
Nephronophthisis 27	Genetic Testing Registry (GTR)	CN230112	GTR000522453		16 Feb 2016	Disease
Nephronophthisis 27	CeGaT GmbH	CN230112			16 Feb 2016	Disease
Nephronophthisis 4	GeneTests	C1847013	203272	606966	16 Feb 2016	Disease
Nephronophthisis 7	GeneTests	C1969092	315139	611498	16 Feb 2016	Disease
Nephronophthisis 8	GeneTests	CN119610	315153		16 Feb 2016	Disease
Nephronophthisis 9	GeneTests	C3151188	315147	613824	16 Feb 2016	Disease
Nephronophthisis familial adult spastic quadriparesis	Office of Rare Diseases		3939		16 Feb 2016	Disease
Nephronophthisis type 6	SNOMED CT	C2959563	447335007		16 Feb 2016	Disease
Nephronophthisis-Like Nephropathy	Illumina Clinical Services Laboratory,Illumina	C3280617	104318		02 Dec 2016	Disease
Nephronophthisis-like nephropathy 1	NCBI curation	C3150419		613159	16 Feb 2016	Disease
Nephropathic cystinosis	Office of Rare Diseases	C0010690	9755	219800	04 Sep 2016	Disease
Nephropathic cystinosis	GeneTests	C0010690	54105	219800	04 Sep 2016	Disease
Nephropathy	Human Phenotype Ontology	C1408258	HP:0000112		16 Feb 2016	Finding
Nephropathy deafness hyperparathyroidism	Office of Rare Diseases	C1850553	3940	256120	16 Feb 2016	Disease
Nephropathy familial with hyperuricemia	Office of Rare Diseases		3942		16 Feb 2016	Disease
Nephropathy with pretibial epidermolysis bullosa and deafness	NCBI curation	C1836823		609057	16 Feb 2016	Disease
Nephropathy, chronic tubulointerstitial	NCBI curation	C1838875		551200	16 Feb 2016	Disease
Nephropathy, progressive tubulointerstitial, with cholestatic liver disease	NCBI curation	C1865831		602114	16 Feb 2016	Disease
Nephropathy, progressive, with deafness	NCBI curation	C1836119		609469	16 Feb 2016	Disease
Nephroptosis	Human Phenotype Ontology	C1384594	HP:0011126		16 Feb 2016	Finding
Nephrosclerosis	Human Phenotype Ontology	C0027719	HP:0009741		16 Feb 2016	Finding
Nephrosclerosis	Office of Rare Diseases		7179		16 Feb 2016	Disease
Nephrotic range proteinuria	Human Phenotype Ontology	C0445118	HP:0012593		16 Feb 2016	Finding
Nephrotic syndrome	Genetic Testing Registry (GTR)	C0027726	GTR000515362		16 Feb 2016	Disease
Nephrotic syndrome	SNOMED CT	C0027726	52254009		16 Feb 2016	Disease
Nephrotic syndrome	Human Phenotype Ontology	C0027726	HP:0000100		16 Feb 2016	Disease
Nephrotic syndrome ocular anomalies	Office of Rare Diseases		3945		16 Feb 2016	Disease
Nephrotic syndrome type 14	NCBI curation	C4539778		617575	24 Jul 2018	Disease
Nephrotic syndrome type 15	NCBI curation	C4539896		617609	24 Jul 2018	Disease
Nephrotic syndrome type 16	NCBI curation	C4540453		617783	24 Jul 2018	Disease
Nephrotic syndrome, idiopathic, steroid-resistant	Office of Rare Diseases	CN034406	3946	600995	16 Feb 2016	Disease
Nephrotic syndrome, type 10	NCBI curation	C4014507		615861	16 Feb 2016	Disease
Nephrotic syndrome, type 11	NCBI curation	C4225228		616730	16 Feb 2016	Disease
Nephrotic syndrome, type 12	NCBI curation	C4225166		616892	26 May 2016	Disease
Nephrotic syndrome, type 13	NCBI curation	C4225165		616893	24 Aug 2016	Disease
NEPHROTIC SYNDROME, TYPE 17	OMIM	CN257778	618176	618176	14 Nov 2018	Disease
NEPHROTIC SYNDROME, TYPE 18	OMIM	CN257779	618177	618177	14 Nov 2018	Disease
NEPHROTIC SYNDROME, TYPE 19	OMIM	CN257780	618178	618178	14 Nov 2018	Disease
Nephrotic syndrome, type 2, susceptibility to	NCBI curation				16 Feb 2016	Disease
Nephrotic syndrome, type 3	NCBI curation	C1853124		610725	16 Feb 2016	Disease
Nephrotic syndrome, type 5, with or without ocular abnormalities	NCBI curation	C3280113		614199	16 Feb 2016	Disease
Nephrotic syndrome, type 6	Genetic Testing Registry (GTR)	C3280100	GTR000502482	614196	16 Feb 2016	Disease
Nephrotic syndrome, type 6	Laboratory for Molecular Diagnostics,Center for Nephrology and Metabolic Disorders	C3280100		614196	16 Feb 2016	Disease
Nephrotic syndrome, type 7	NCBI curation	C3554330		615008	16 Feb 2016	Disease
Nephrotic syndrome, type 8	NCBI curation	C3808953		615244	16 Feb 2016	Disease
Nephrotic syndrome, type 9	NCBI curation	C3809965		615573	16 Feb 2016	Disease
Nerve growth factor, alpha subunit	NCBI curation	C3887786		162020	16 Feb 2016	Disease
Nerve sheath neoplasm	Office of Rare Diseases		7180		16 Feb 2016	Disease
Nervous tissue neoplasm	Human Phenotype Ontology	C0027665	HP:0030060		16 Feb 2016	Finding
Nesidioblastosis alpha cell hyperplasia microglucagonoma and nonfunctioning islet cell tumor	Office of Rare Diseases		10460		16 Feb 2016	Disease
Nestor-Guillermo progeria syndrome	NCBI curation	C3151446		614008	16 Feb 2016	Disease
Netherton syndrome	Office of Rare Diseases	C0265962	7182	256500	16 Feb 2016	Disease
Netherton syndrome	Genetics Home Reference	C0265962	netherton-syndrome	256500	16 Feb 2016	Disease
Neu-Laxova syndrome	SNOMED CT	C0265218	77817004		16 Feb 2016	Disease
Neu-Laxova syndrome 1	NCBI curation	C4551478		256520	16 Feb 2016	Disease
Neu-laxova syndrome 2	NCBI curation	C4015019		616038	16 Feb 2016	Disease
Neuhauser Daly Magnelli syndrome	Office of Rare Diseases		3948		16 Feb 2016	Disease
Neuhauser Eichner Opitz syndrome	Office of Rare Diseases	C1851708	3949	130950	16 Feb 2016	Disease
Neural crest tumor	Office of Rare Diseases	C2931189	3950		16 Feb 2016	Disease
Neural tube defect	SNOMED CT	C3891448	253098009	182940	16 Feb 2016	Disease
Neural tube defect	Human Phenotype Ontology	C3891448	HP:0045005	182940	16 Feb 2016	Disease
Neural tube defects, folate-sensitive	NCBI curation	C1866558		601634	16 Feb 2016	Disease
Neural tube defects, folate-sensitive, susceptibility to	NCBI curation				16 Feb 2016	Disease
Neural tube defects, susceptibility to	NCBI curation				16 Feb 2016	Disease
Neurenteric cyst	Human Phenotype Ontology	C0027806	HP:0030725		02 Apr 2017	Finding
Neuritis	Human Phenotype Ontology	C0027813	HP:0031002		04 Apr 2018	Finding
Neuroaxonal dystrophy renal tubular acidosis	Office of Rare Diseases		349		16 Feb 2016	Disease
Neuroblastic tumors	Human Phenotype Ontology	C1334953	HP:0004376		16 Feb 2016	Finding
Neuroblastoma	Office of Rare Diseases	C2749484	7185	256700	16 Feb 2016	Disease
Neuroblastoma	Human Phenotype Ontology	C2749484	HP:0003006	256700	16 Feb 2016	Disease
Neuroblastoma	GeneTests	C2749484	320464	256700	16 Feb 2016	Disease
Neuroblastoma 1	NCBI curation	C2749485			16 Feb 2016	Disease
Neuroblastoma 2	NCBI curation	C2751682		613013	16 Feb 2016	Disease
Neuroblastoma 3	NCBI curation	C2751681		613014	16 Feb 2016	Disease
Neuroblastoma 4	NCBI curation	C2751680		613015	16 Feb 2016	Disease
Neuroblastoma 5	NCBI curation	C2751679		613016	16 Feb 2016	Disease
Neuroblastoma 6	NCBI curation	C2751678		613017	16 Feb 2016	Disease
Neuroblastoma Susceptibility	Illumina Clinical Services Laboratory,Illumina	CN239480	758130		02 Dec 2016	Disease
Neuroblastoma, susceptibility to, 7	NCBI curation	C4225207		616792	16 Feb 2016	Disease
